1309.06194690265 1496.07079646018 2181.76991150442 2057.09734513274
2155.56637168142 2463.50442477876 3592.61061946903 3387.3185840708
2672.17910447761 3036.5671641791 6316.05970149254 4251.19402985075
3440.63787375415 4896.29235880399 5028.62458471761 6550.44518272425
3234.37220843672 4611.97518610422 7187.49379652605 9104.158808933
3069.5453164557 5487.53620253165 10482.786835443 9556.13164556962
4315.4252838294 7524.83768027002 11692.1362381098 8650.60079779073
4558.24490466798 8733.14201183432 13824.479947403 9326.13313609467
6756.0577592206 11225.6767571329 14805.3056135467 9607.95987009974
10259.4553440703 14446.9019033675 16027.2298682284 8328.41288433382
